,end_sample,flux,freesound_id,id,loudness,mfcc_0,mfcc_1,mfcc_10,mfcc_11,mfcc_12,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,path,rolloff,spectral_centroid_time,start_sample
0,132672,8.862912367348273e-05,205972,205972_f0,0.00020487900523246915,-1103.3475341796875,42.2494010925293,6.166545867919922,4.4399871826171875,3.3655166625976562,24.76767349243164,5.820270538330078,-8.420364379882812,-14.458549499511719,-11.518028259277344,-3.639495849609375,3.129138946533203,6.172563552856445,files/205972_2385996-hq.ogg,2430.683837890625,1576.5289306640625,0
1,46400,0.00033872951721322945,205974,205974_f0,0.0008642098821442703,-918.3773803710938,-47.845130920410156,27.869831085205078,10.609535217285156,-10.487707138061523,-94.04059600830078,-10.111499786376953,-11.125360488891602,8.099332809448242,-7.604131698608398,11.03990364074707,6.403079986572266,26.239315032958984,files/205974_2385996-hq.ogg,3973.837890625,3650.041259765625,0
2,149504,0.00017052115744923892,205975,205975_f0,0.0005128199413214644,-970.4451293945312,24.572521209716797,11.990039825439453,0.5808258056640625,-0.5911788940429688,-100.34347534179688,4.026844024658203,-9.233001708984375,2.3017730712890625,25.23017120361328,15.147790908813477,14.63791275024414,9.47905158996582,files/205975_2385996-hq.ogg,3737.510498046875,3780.45458984375,0
3,61376,0.000260001100887223,206022,206022_f0,0.0006667857871189854,-993.6117553710938,-6.017292022705078,8.169933319091797,-5.279205322265625,-20.755268096923828,-91.15533447265625,-9.954387664794922,-19.24184799194336,18.711517333984375,3.534320831298828,14.766145706176758,18.00136947631836,11.865571975708008,files/206022_2385996-hq.ogg,3935.767822265625,2770.681884765625,0
4,25920,0.00018758345165370422,222134,222134_f0,0.00032115637520213186,-1081.5926513671875,-8.802906036376953,16.45479965209961,24.8232364654541,-0.9665069580078125,-28.30349349975586,44.84804153442383,19.195755004882812,-2.39447021484375,13.62277603149414,19.772905349731445,8.309528350830078,3.713531494140625,files/222134_2385996-hq.ogg,2205.935791015625,3494.212890625,0
5,8896,0.0003232507825755387,222147,222147_f0,0.0004629235473468149,-962.07373046875,90.86286163330078,-7.040849685668945,-17.448211669921875,5.043617248535156,-53.16306686401367,12.99039077758789,36.39546585083008,2.8082733154296875,2.358814239501953,9.248598098754883,8.272525787353516,2.244903564453125,files/222147_2385996-hq.ogg,1011.399658203125,2084.593017578125,0
6,4032,0.00041437657579543097,222149,222149_f0,0.0004933856664195894,-893.7916870117188,115.24028778076172,-1.3737373352050781,-15.335044860839844,1.3804779052734375,-90.64112854003906,0.6464118957519531,30.139652252197266,1.8790206909179688,9.790637969970703,11.494417190551758,21.647624969482422,17.91209602355957,files/222149_2385996-hq.ogg,4211.98193359375,2005.3748779296875,0
7,8704,0.001796281841747901,222152,222152_f0,0.004574738442897797,-757.503173828125,-94.63668060302734,12.934579849243164,0.01358795166015625,5.59480094909668,-108.79349517822266,-3.528928756713867,13.265522003173828,42.52021789550781,4.771759033203125,21.651832580566406,8.49582290649414,15.649394989013672,files/222152_2385996-hq.ogg,4499.68994140625,3716.28515625,0
8,10560,0.0005457776965516986,222153,222153_f0,0.0009900266473943536,-921.2237548828125,-112.70399475097656,28.094066619873047,-6.296863555908203,-11.351272583007812,-7.170080184936523,34.12897491455078,25.258939743041992,27.821327209472656,-8.145885467529297,1.5412464141845703,4.94379997253418,31.130125045776367,files/222153_2385996-hq.ogg,3921.763427734375,7099.017578125,0
9,11456,0.001404724640553224,222158,222158_f0,0.0036127963545602125,-853.0084228515625,-73.34386444091797,6.909330368041992,-12.595108032226562,2.6344146728515625,-114.32676696777344,5.351615905761719,8.224433898925781,33.7623291015625,17.25551986694336,7.803644180297852,16.232458114624023,22.35196876525879,files/222158_2385996-hq.ogg,2925.8837890625,2684.41943359375,0
10,10304,0.0013317776762920878,222159,222159_f0,0.0032445954980317108,-804.1205444335938,-65.89106750488281,8.497663497924805,-10.775672912597656,3.858743667602539,-121.99826049804688,-7.078998565673828,8.062908172607422,25.737207412719727,16.196460723876953,20.78892707824707,10.782865524291992,28.08472442626953,files/222159_2385996-hq.ogg,4466.5,2732.385009765625,0
11,10176,0.001065334621465431,222162,222162_f0,0.00239556259329214,-831.899658203125,-85.78187561035156,3.807332992553711,-7.084661483764648,4.001089096069336,-111.11842346191406,4.284992218017578,17.74435806274414,41.479637145996094,11.775882720947266,15.040332794189453,12.700286865234375,23.086111068725586,files/222162_2385996-hq.ogg,4375.32666015625,3200.01806640625,0
12,9728,0.00170970198355223,222163,222163_f0,0.004446736683971004,-770.4968872070312,-84.51422882080078,5.783233642578125,-11.414684295654297,4.284126281738281,-123.54916381835938,0.7518482208251953,14.399457931518555,33.838111877441406,17.84257698059082,11.527423858642578,14.913711547851562,20.496482849121094,files/222163_2385996-hq.ogg,5064.22314453125,3031.433837890625,0
13,10176,0.0011531220479581341,222165,222165_f0,0.0026637231403926634,-812.5211181640625,-85.64497375488281,10.32571029663086,-3.29144287109375,5.783857345581055,-116.82202911376953,-1.2548580169677734,28.263059616088867,33.68292236328125,15.847265243530273,18.113725662231445,10.90384292602539,16.510055541992188,files/222165_2385996-hq.ogg,5057.95556640625,3265.716796875,0
14,10432,0.0012022627094771963,222166,222166_f0,0.0028408230082389036,-839.8685913085938,-74.39089965820312,3.967132568359375,-13.458797454833984,4.911130905151367,-113.51790618896484,2.52996826171875,10.039726257324219,34.923789978027344,16.13343620300293,4.750753402709961,17.662517547607422,22.276798248291016,files/222166_2385996-hq.ogg,4198.18798828125,2773.77685546875,0
15,9280,0.0012957515387699522,222167,222167_f0,0.003018182105031507,-798.0618896484375,-71.9914779663086,6.122303009033203,-11.501031875610352,5.568841934204102,-121.92436981201172,-2.3893203735351562,5.577880859375,29.436782836914062,16.04718017578125,6.691856384277344,20.883798599243164,24.48883056640625,files/222167_2385996-hq.ogg,5667.5556640625,2656.901123046875,0
16,9408,0.001287691143094277,222168,222168_f0,0.0030070233101747476,-787.1550903320312,-62.67803192138672,11.238235473632812,-18.20486068725586,7.228488922119141,-120.80462646484375,-7.284717559814453,4.363380432128906,19.572404861450195,16.917409896850586,26.84975242614746,11.860038757324219,25.693401336669922,files/222168_2385996-hq.ogg,5163.830078125,2894.357666015625,0
17,10688,0.0010863563079320027,222169,222169_f0,0.002500504969122881,-848.6973876953125,-74.20272827148438,6.126592636108398,-14.37236213684082,5.975822448730469,-115.7431640625,4.3849334716796875,10.596839904785156,38.68415069580078,10.226932525634766,11.89937973022461,17.479843139648438,22.09244155883789,files/222169_2385996-hq.ogg,4570.1083984375,2726.003173828125,0
18,10048,0.0012189188770427826,222171,222171_f0,0.0028570205163044537,-820.2706298828125,-75.95646667480469,2.8053245544433594,-16.255014419555664,0.5424633026123047,-113.22532653808594,0.9268035888671875,9.103256225585938,38.28118133544922,4.186740875244141,16.34688949584961,18.125164031982422,29.985851287841797,files/222171_2385996-hq.ogg,5133.3681640625,2784.15185546875,0
19,8896,0.0013690373237184483,222173,222173_f0,0.0032027479555967043,-818.0232543945312,-88.86160278320312,8.650760650634766,-6.588254928588867,6.574739456176758,-119.58798217773438,8.050785064697266,17.163158416748047,38.83663558959961,14.150125503540039,14.003583908081055,13.017463684082031,15.847159385681152,files/222173_2385996-hq.ogg,4419.91552734375,3253.43408203125,0
20,9536,0.0006407199289974751,222174,222174_f0,0.0011855502856657808,-883.76904296875,-77.81675720214844,7.517738342285156,-11.663835525512695,6.993801116943359,-109.76084899902344,23.49558448791504,33.76206970214844,35.62519836425781,13.658538818359375,16.771421432495117,5.2948455810546875,17.715185165405273,files/222174_2385996-hq.ogg,5335.01318359375,3148.413818359375,0
